Sensor, CurrentTimeMs, SensorTimestampNano, X, Y, Z
android.sensor.gyroscope,1524443865433,853126749110184,0.03363037,-0.046035767,-0.11616516
android.sensor.gyroscope,1524443865433,853126769190750,-0.035614014,-0.0012817383,-0.10444641
android.sensor.gyroscope,1524443865433,853126789240799,-0.049468994,0.011489868,-0.061843872
android.sensor.gyroscope,1524443865450,853126809321365,0.0027313232,0.008300781,-0.0011138916
android.sensor.gyroscope,1524443865467,853126829401932,0.045333862,0.018951416,0.018051147
android.sensor.gyroscope,1524443865485,853126849451980,-0.0047302246,0.025344849,-0.007507324
android.sensor.gyroscope,1524443865505,853126869532547,-0.045211792,-0.004486084,-0.02029419
android.sensor.gyroscope,1524443865525,853126889613113,-0.010055542,0.0050964355,-4.5776367E-5
android.sensor.gyroscope,1524443865546,853126909663162,0.053863525,0.042388916,0.027648926
android.sensor.gyroscope,1524443865565,853126929713211,0.04321289,0.06794739,0.022323608
android.sensor.gyroscope,1524443865586,853126949793777,-0.032424927,0.07008362,-0.014968872
android.sensor.gyroscope,1524443865606,853126969843826,-0.047332764,0.020019531,-0.05331421
android.sensor.gyroscope,1524443865626,853126989924393,0.036819458,-0.08331299,-0.07356262
android.sensor.gyroscope,1524443865646,853127009974441,0.067718506,-0.14190674,-0.06289673
android.sensor.gyroscope,1524443865666,853127030055008,-0.026031494,0.012557983,0.0020751953
android.sensor.gyroscope,1524443865686,853127050105057,-0.08995056,0.18087769,0.06492615
android.sensor.gyroscope,1524443865706,853127070185623,-0.018569946,0.124420166,0.060668945
android.sensor.gyroscope,1524443865727,853127090266189,0.059188843,0.0019073486,0.043624878
android.sensor.gyroscope,1524443865747,853127110316238,0.053863525,-0.020462036,0.048950195
android.sensor.gyroscope,1524443865767,853127130366287,-0.015380859,0.08180237,0.054275513
android.sensor.gyroscope,1524443865787,853127150446853,-0.07609558,0.18939209,0.048950195
android.sensor.gyroscope,1524443865808,853127170527420,-0.08035278,0.23306274,0.07771301
android.sensor.gyroscope,1524443865828,853127190577469,-0.1006012,0.2607727,0.13630676
android.sensor.gyroscope,1524443865847,853127210658035,-0.23162842,0.44293213,0.18530273
android.sensor.gyroscope,1524443865867,853127230708084,-0.21777344,0.5941925,0.22364807
android.sensor.gyroscope,1524443865887,853127250788650,0.098602295,0.51322937,0.1235199
android.sensor.gyroscope,1524443865907,853127270838699,0.4011383,0.38327026,-0.19926453
android.sensor.gyroscope,1524443865929,853127290925091,0.61312866,-0.08544922,-0.42295837
android.sensor.gyroscope,1524443865948,853127311005657,0.76652527,-1.260437,-0.27702332
android.sensor.gyroscope,1524443865968,853127331086224,0.25839233,-2.7294312,0.206604
